Train;Time;Event type;Resource;Gate;Complement;
Train445;d3 14:45:0;ExitResource;TrackGroup3;B1;;
Train445;d3 14:45:0;EnterResource;TrackGroup6;A1;;
Train445;d3 14:45:0;ExitResource;TrackGroup6;B1;;
Train445;d3 14:45:0;EnterResource;TrackGroup7;A3;;
Train445;d3 14:45:0;ExitResource;TrackGroup7;B7;;
Train445;d3 14:45:0;ExitSystem;TrackGroup7;;;
Train446;d3 13:30:0;EnterSystem;TrackGroup7;;;
Train446;d3 13:30:0;EnterResource;TrackGroup7;B1;;
Train446;d3 13:30:0;ExitResource;TrackGroup7;A3;;
Train446;d3 13:30:0;EnterResource;TrackGroup6;B1;;
Train446;d3 13:30:0;ExitResource;TrackGroup6;A1;;
Train446;d3 13:30:0;EnterResource;TrackGroup3;B1;;
Train446;d3 13:30:0;ExitResource;TrackGroup3;A1;;
Train446;d3 13:30:0;EnterResource;TrackGroup1;B9;;
Train446;d3 13:30:0;ExitResource;TrackGroup1;A7;;
Train446;d3 13:30:0;EnterResource;Platform7;B1;;
Train446;d3 13:30:0;Arrival;Platform7;;Arrival446;
Train446;d3 13:30:0;ExitResource;Platform7;B1;;
Train446;d3 12:41:0;EnterResource;Platform7;B1;;
Train446;d3 12:41:0;Departure;Platform7;;Dep429;
Train446;d3 12:41:0;ExitResource;Platform7;B1;;
Train446;d3 12:41:0;EnterResource;TrackGroup1;A1;;
Train446;d3 12:41:0;ExitResource;TrackGroup1;B9;;
Train446;d3 12:41:0;EnterResource;TrackGroup3;A1;;
Train446;d3 12:41:0;ExitResource;TrackGroup3;B5;;
Train446;d3 12:41:0;EnterResource;TrackGroup8;A1;;
Train446;d3 12:41:0;ExitResource;TrackGroup8;B3;;
Train446;d3 12:41:0;EnterResource;TrackGroup10;A1;;
Train446;d3 12:41:0;ExitResource;TrackGroup10;B1;;
Train446;d3 12:41:0;ExitSystem;TrackGroup10;;;
Train447;d3 13:48:0;EnterSystem;TrackGroup7;;;
Train447;d3 13:48:0;EnterResource;TrackGroup7;B1;;
Train447;d3 13:48:0;ExitResource;TrackGroup7;A3;;
Train447;d3 13:48:0;EnterResource;TrackGroup6;B1;;
Train447;d3 13:48:0;ExitResource;TrackGroup6;A1;;
Train447;d3 13:48:0;EnterResource;TrackGroup3;B1;;
Train447;d3 13:48:0;ExitResource;TrackGroup3;A1;;
Train447;d3 13:48:0;EnterResource;TrackGroup1;B9;;
Train447;d3 13:48:0;ExitResource;TrackGroup1;A7;;
Train447;d3 13:48:0;EnterResource;Platform7;B1;;
Train447;d3 13:48:0;Arrival;Platform7;;Arrival447;
Train447;d3 13:48:0;ExitResource;Platform7;B1;;
Train447;d3 16:28:0;EnterResource;Platform7;B1;;
Train447;d3 16:28:0;Departure;Platform7;;Dep468;
Train447;d3 16:28:0;ExitResource;Platform7;B1;;
Train447;d3 16:28:0;EnterResource;TrackGroup1;A7;;
Train447;d3 16:28:0;ExitResource;TrackGroup1;B9;;
Train447;d3 16:28:0;EnterResource;TrackGroup3;A1;;
Train447;d3 16:28:0;ExitResource;TrackGroup3;B1;;
Train447;d3 16:28:0;EnterResource;TrackGroup6;A1;;
Train447;d3 16:28:0;ExitResource;TrackGroup6;B1;;
Train447;d3 16:28:0;EnterResource;TrackGroup7;A3;;
Train447;d3 16:28:0;ExitResource;TrackGroup7;B7;;
Train447;d3 16:28:0;ExitSystem;TrackGroup7;;;
Train448;d3 13:49:0;EnterSystem;TrackGroup10;;;
Train448;d3 13:49:0;EnterResource;TrackGroup10;B1;;
Train448;d3 13:49:0;ExitResource;TrackGroup10;A3;;
Train448;d3 13:49:0;EnterResource;TrackGroup8;B1;;
Train448;d3 13:49:0;ExitResource;TrackGroup8;A1;;
Train448;d3 13:49:0;EnterResource;TrackGroup3;B1;;
Train448;d3 13:49:0;ExitResource;TrackGroup3;A1;;
Train448;d3 13:49:0;EnterResource;TrackGroup1;A7;;
Train448;d3 13:49:0;ExitResource;TrackGroup1;A7;;
Train448;d3 13:49:0;EnterResource;Platform7;B1;;
Train448;d3 13:49:0;Arrival;Platform7;;Arrival448;
Train448;d3 13:49:0;ExitResource;Platform7;B1;;
Train448;d3 12:45:0;EnterResource;Platform7;B1;;
Train448;d3 12:45:0;Departure;Platform7;;Dep431;
Train448;d3 12:45:0;ExitResource;Platform7;B1;;
Train448;d3 12:45:0;EnterResource;TrackGroup1;A7;;
Train448;d3 12:45:0;ExitResource;TrackGroup1;B9;;
Train448;d3 12:45:0;EnterResource;TrackGroup3;A1;;
Train448;d3 12:45:0;ExitResource;TrackGroup3;B1;;
Train448;d3 12:45:0;EnterResource;TrackGroup6;A1;;
Train448;d3 12:45:0;ExitResource;TrackGroup6;B1;;
Train448;d3 12:45:0;EnterResource;TrackGroup7;A3;;
Train448;d3 12:45:0;ExitResource;TrackGroup7;B7;;
Train448;d3 12:45:0;ExitSystem;TrackGroup7;;;
Train449;d3 13:49:0;EnterSystem;TrackGroup10;;;
Train449;d3 13:49:0;EnterResource;TrackGroup10;B1;;
Train449;d3 13:49:0;ExitResource;TrackGroup10;A3;;
Train449;d3 13:49:0;EnterResource;TrackGroup8;B1;;
Train449;d3 13:49:0;ExitResource;TrackGroup8;A1;;
Train449;d3 13:49:0;EnterResource;TrackGroup3;B1;;
Train449;d3 13:49:0;ExitResource;TrackGroup3;A1;;
Train449;d3 13:49:0;EnterResource;TrackGroup1;A7;;
Train449;d3 13:49:0;ExitResource;TrackGroup1;A7;;
Train449;d3 13:49:0;EnterResource;Platform7;B1;;
Train449;d3 13:49:0;Arrival;Platform7;;Arrival449;
Train449;d3 13:49:0;ExitResource;Platform7;B1;;
Train449;d3 12:48:0;EnterResource;Platform7;B1;;
Train449;d3 12:48:0;Departure;Platform7;;Dep432;
Train449;d3 12:48:0;ExitResource;Platform7;B1;;
Train449;d3 12:48:0;EnterResource;TrackGroup1;A7;;
Train449;d3 12:48:0;ExitResource;TrackGroup1;B9;;
Train449;d3 12:48:0;EnterResource;TrackGroup3;A1;;
Train449;d3 12:48:0;ExitResource;TrackGroup3;B1;;
Train449;d3 12:48:0;EnterResource;TrackGroup6;A1;;
Train449;d3 12:48:0;ExitResource;TrackGroup6;B1;;
Train449;d3 12:48:0;EnterResource;TrackGroup7;A3;;
Train449;d3 12:48:0;ExitResource;TrackGroup7;B7;;
Train449;d3 12:48:0;ExitSystem;TrackGroup7;;;
Train450;d3 13:50:0;EnterSystem;TrackGroup7;;;
Train450;d3 13:50:0;EnterResource;TrackGroup7;B1;;
Train450;d3 13:50:0;ExitResource;TrackGroup7;A3;;
Train450;d3 13:50:0;EnterResource;TrackGroup6;B1;;
Train450;d3 13:50:0;ExitResource;TrackGroup6;A1;;
Train450;d3 13:50:0;EnterResource;TrackGroup3;B1;;
Train450;d3 13:50:0;ExitResource;TrackGroup3;A1;;
Train450;d3 13:50:0;EnterResource;TrackGroup1;B9;;
Train450;d3 13:50:0;ExitResource;TrackGroup1;A7;;
Train450;d3 13:50:0;EnterResource;Platform7;B1;;
Train450;d3 13:50:0;Arrival;Platform7;;Arrival450;
Train450;d3 13:50:0;ExitResource;Platform7;B1;;
Train450;d3 13:5:0;EnterResource;Platform7;B1;;
Train450;d3 13:5:0;Departure;Platform7;;Dep433;
Train450;d3 13:5:0;ExitResource;Platform7;B1;;
Train450;d3 13:5:0;EnterResource;TrackGroup1;A7;;
Train450;d3 13:5:0;ExitResource;TrackGroup1;B9;;
Train450;d3 13:5:0;EnterResource;TrackGroup3;A1;;
Train450;d3 13:5:0;ExitResource;TrackGroup3;B1;;
Train450;d3 13:5:0;EnterResource;TrackGroup6;A1;;
Train450;d3 13:5:0;ExitResource;TrackGroup6;B1;;
Train450;d3 13:5:0;EnterResource;TrackGroup7;A3;;
Train450;d3 13:5:0;ExitResource;TrackGroup7;B7;;
Train450;d3 13:5:0;ExitSystem;TrackGroup7;;;
Train451;d3 13:54:0;EnterSystem;TrackGroup7;;;
Train451;d3 13:54:0;EnterResource;TrackGroup7;B1;;
Train451;d3 13:54:0;ExitResource;TrackGroup7;A3;;
Train451;d3 13:54:0;EnterResource;TrackGroup6;B1;;
Train451;d3 13:54:0;ExitResource;TrackGroup6;A1;;
Train451;d3 13:54:0;EnterResource;TrackGroup3;B1;;
Train451;d3 13:54:0;ExitResource;TrackGroup3;A1;;
Train451;d3 13:54:0;EnterResource;TrackGroup1;B9;;
Train451;d3 13:54:0;ExitResource;TrackGroup1;A7;;
Train451;d3 13:54:0;EnterResource;Platform7;B1;;
Train451;d3 13:54:0;Arrival;Platform7;;Arrival451;
Train451;d3 13:54:0;ExitResource;Platform7;B1;;
Train451;d3 13:5:0;EnterResource;Platform7;B1;;
Train451;d3 13:5:0;Departure;Platform7;;Dep434;
Train451;d3 13:5:0;ExitResource;Platform7;B1;;
Train451;d3 13:5:0;EnterResource;TrackGroup1;A7;;
Train451;d3 13:5:0;ExitResource;TrackGroup1;B9;;
Train451;d3 13:5:0;EnterResource;TrackGroup3;A1;;
Train451;d3 13:5:0;ExitResource;TrackGroup3;B1;;
Train451;d3 13:5:0;EnterResource;TrackGroup6;A1;;
Train451;d3 13:5:0;ExitResource;TrackGroup6;B1;;
Train451;d3 13:5:0;EnterResource;TrackGroup7;A3;;
Train451;d3 13:5:0;ExitResource;TrackGroup7;B7;;
Train451;d3 13:5:0;ExitSystem;TrackGroup7;;;
Train452;d3 14:12:0;EnterSystem;TrackGroup7;;;
Train452;d3 14:12:0;EnterResource;TrackGroup7;B1;;
Train452;d3 14:12:0;ExitResource;TrackGroup7;A3;;
Train452;d3 14:12:0;EnterResource;TrackGroup6;B1;;
Train452;d3 14:12:0;ExitResource;TrackGroup6;A1;;
Train452;d3 14:12:0;EnterResource;TrackGroup3;B1;;
Train452;d3 14:12:0;ExitResource;TrackGroup3;A1;;
Train452;d3 14:12:0;EnterResource;TrackGroup1;B9;;
Train452;d3 14:12:0;ExitResource;TrackGroup1;A7;;
Train452;d3 14:12:0;EnterResource;Platform7;B1;;
Train452;d3 14:12:0;Arrival;Platform7;;Arrival452;
Train452;d3 14:12:0;ExitResource;Platform7;B1;;
Train452;d3 13:10:0;EnterResource;Platform7;B1;;
Train452;d3 13:10:0;Departure;Platform7;;Dep436;
Train452;d3 13:10:0;ExitResource;Platform7;B1;;
Train452;d3 13:10:0;EnterResource;TrackGroup1;A7;;
Train452;d3 13:10:0;ExitResource;TrackGroup1;B9;;
Train452;d3 13:10:0;EnterResource;TrackGroup3;A1;;
Train452;d3 13:10:0;ExitResource;TrackGroup3;B1;;
Train452;d3 13:10:0;EnterResource;TrackGroup6;A1;;
Train452;d3 13:10:0;ExitResource;TrackGroup6;B1;;
Train452;d3 13:10:0;EnterResource;TrackGroup7;A3;;
Train452;d3 13:10:0;ExitResource;TrackGroup7;B7;;
Train452;d3 13:10:0;ExitSystem;TrackGroup7;;;
Train453;d3 14:18:0;EnterSystem;TrackGroup7;;;
Train453;d3 14:18:0;EnterResource;TrackGroup7;B1;;
Train453;d3 14:18:0;ExitResource;TrackGroup7;A3;;
Train453;d3 14:18:0;EnterResource;TrackGroup6;B1;;
Train453;d3 14:18:0;ExitResource;TrackGroup6;A1;;
Train453;d3 14:18:0;EnterResource;TrackGroup3;B1;;
Train453;d3 14:18:0;ExitResource;TrackGroup3;A1;;
Train453;d3 14:18:0;EnterResource;TrackGroup1;B9;;
Train453;d3 14:18:0;ExitResource;TrackGroup1;A7;;
Train453;d3 14:18:0;EnterResource;Platform7;B1;;
Train453;d3 14:18:0;Arrival;Platform7;;Arrival453;
Train453;d3 14:18:0;ExitResource;Platform7;B1;;
Train453;d3 15:44:0;EnterResource;Platform7;B1;;
Train453;d3 15:44:0;Departure;Platform7;;Dep457;
Train453;d3 15:44:0;ExitResource;Platform7;B1;;
Train453;d3 15:44:0;EnterResource;TrackGroup1;A7;;
Train453;d3 15:44:0;ExitResource;TrackGroup1;B9;;
Train453;d3 15:44:0;EnterResource;TrackGroup3;A1;;
Train453;d3 15:44:0;ExitResource;TrackGroup3;B1;;
Train453;d3 15:44:0;EnterResource;TrackGroup6;A1;;
Train453;d3 15:44:0;ExitResource;TrackGroup6;B1;;
Train453;d3 15:44:0;EnterResource;TrackGroup7;A3;;
Train453;d3 15:44:0;ExitResource;TrackGroup7;B7;;
Train453;d3 15:44:0;ExitSystem;TrackGroup7;;;
Train454;d3 14:21:0;EnterSystem;TrackGroup7;;;
Train454;d3 14:21:0;EnterResource;TrackGroup7;B1;;
Train454;d3 14:21:0;ExitResource;TrackGroup7;A3;;
Train454;d3 14:21:0;EnterResource;TrackGroup6;B1;;
Train454;d3 14:21:0;ExitResource;TrackGroup6;A1;;
Train454;d3 14:21:0;EnterResource;TrackGroup3;B1;;
Train454;d3 14:21:0;ExitResource;TrackGroup3;A1;;
Train454;d3 14:21:0;EnterResource;TrackGroup1;B9;;
Train454;d3 14:21:0;ExitResource;TrackGroup1;A7;;
Train454;d3 14:21:0;EnterResource;Platform7;B1;;
Train454;d3 14:21:0;Arrival;Platform7;;Arrival454;
Train454;d3 14:21:0;ExitResource;Platform7;B1;;
Train454;d3 13:33:0;EnterResource;Platform7;B1;;
Train454;d3 13:33:0;Departure;Platform7;;Dep437;
Train454;d3 13:33:0;ExitResource;Platform7;B1;;
Train454;d3 13:33:0;EnterResource;TrackGroup1;A1;;
Train454;d3 13:33:0;ExitResource;TrackGroup1;B9;;
Train454;d3 13:33:0;EnterResource;TrackGroup3;A1;;
Train454;d3 13:33:0;ExitResource;TrackGroup3;B5;;
Train454;d3 13:33:0;EnterResource;TrackGroup8;A1;;
Train454;d3 13:33:0;ExitResource;TrackGroup8;B3;;
Train454;d3 13:33:0;EnterResource;TrackGroup10;A1;;
Train454;d3 13:33:0;ExitResource;TrackGroup10;B1;;
Train454;d3 13:33:0;ExitSystem;TrackGroup10;;;
Train455;d3 14:26:0;EnterSystem;TrackGroup7;;;
Train455;d3 14:26:0;EnterResource;TrackGroup7;B1;;
Train455;d3 14:26:0;ExitResource;TrackGroup7;A3;;
Train455;d3 14:26:0;EnterResource;TrackGroup6;B1;;
Train455;d3 14:26:0;ExitResource;TrackGroup6;A1;;
Train455;d3 14:26:0;EnterResource;TrackGroup3;B1;;
Train455;d3 14:26:0;ExitResource;TrackGroup3;A1;;
Train455;d3 14:26:0;EnterResource;TrackGroup1;B9;;
Train455;d3 14:26:0;ExitResource;TrackGroup1;A7;;
Train455;d3 14:26:0;EnterResource;Platform7;B1;;
Train455;d3 14:26:0;Arrival;Platform7;;Arrival455;
Train455;d3 14:26:0;ExitResource;Platform7;B1;;
Train455;d3 15:44:0;EnterResource;Platform7;B1;;
Train455;d3 15:44:0;Departure;Platform7;;Dep458;
Train455;d3 15:44:0;ExitResource;Platform7;B1;;
Train455;d3 15:44:0;EnterResource;TrackGroup1;A7;;
Train455;d3 15:44:0;ExitResource;TrackGroup1;B9;;
Train455;d3 15:44:0;EnterResource;TrackGroup3;A1;;
Train455;d3 15:44:0;ExitResource;TrackGroup3;B1;;
Train455;d3 15:44:0;EnterResource;TrackGroup6;A1;;
Train455;d3 15:44:0;ExitResource;TrackGroup6;B1;;
Train455;d3 15:44:0;EnterResource;TrackGroup7;A3;;
Train455;d3 15:44:0;ExitResource;TrackGroup7;B7;;
Train455;d3 15:44:0;ExitSystem;TrackGroup7;;;
Train456;d3 14:28:0;EnterSystem;TrackGroup10;;;
Train456;d3 14:28:0;EnterResource;TrackGroup10;B1;;
Train456;d3 14:28:0;ExitResource;TrackGroup10;A3;;
Train456;d3 14:28:0;EnterResource;TrackGroup8;B1;;
Train456;d3 14:28:0;ExitResource;TrackGroup8;A1;;
Train456;d3 14:28:0;EnterResource;TrackGroup3;B1;;
Train456;d3 14:28:0;ExitResource;TrackGroup3;A1;;
Train456;d3 14:28:0;EnterResource;TrackGroup1;A7;;
Train456;d3 14:28:0;ExitResource;TrackGroup1;A7;;
Train456;d3 14:28:0;EnterResource;Platform7;B1;;
Train456;d3 14:28:0;Arrival;Platform7;;Arrival456;
Train456;d3 14:28:0;ExitResource;Platform7;B1;;
Train456;d3 13:35:0;EnterResource;Platform7;B1;;
Train456;d3 13:35:0;Departure;Platform7;;Dep438;
Train456;d3 13:35:0;ExitResource;Platform7;B1;;
Train456;d3 13:35:0;EnterResource;TrackGroup1;A7;;
Train456;d3 13:35:0;ExitResource;TrackGroup1;B9;;
Train456;d3 13:35:0;EnterResource;TrackGroup3;A1;;
Train456;d3 13:35:0;ExitResource;TrackGroup3;B1;;
Train456;d3 13:35:0;EnterResource;TrackGroup6;A1;;
Train456;d3 13:35:0;ExitResource;TrackGroup6;B1;;
Train456;d3 13:35:0;EnterResource;TrackGroup7;A3;;
Train456;d3 13:35:0;ExitResource;TrackGroup7;B7;;
Train456;d3 13:35:0;ExitSystem;TrackGroup7;;;
Train457;d3 14:28:0;EnterSystem;TrackGroup10;;;
Train457;d3 14:28:0;EnterResource;TrackGroup10;B1;;
Train457;d3 14:28:0;ExitResource;TrackGroup10;A3;;
Train457;d3 14:28:0;EnterResource;TrackGroup8;B1;;
Train457;d3 14:28:0;ExitResource;TrackGroup8;A1;;
Train457;d3 14:28:0;EnterResource;TrackGroup3;B1;;
Train457;d3 14:28:0;ExitResource;TrackGroup3;A1;;
Train457;d3 14:28:0;EnterResource;TrackGroup1;A7;;
Train457;d3 14:28:0;ExitResource;TrackGroup1;A7;;
Train457;d3 14:28:0;EnterResource;Platform7;B1;;
Train457;d3 14:28:0;Arrival;Platform7;;Arrival457;
Train457;d3 14:28:0;ExitResource;Platform7;B1;;
Train457;d3 13:45:0;EnterResource;Platform7;B1;;
Train457;d3 13:45:0;Departure;Platform7;;Dep441;
Train457;d3 13:45:0;ExitResource;Platform7;B1;;
Train457;d3 13:45:0;EnterResource;TrackGroup1;A7;;
Train457;d3 13:45:0;ExitResource;TrackGroup1;B9;;
Train457;d3 13:45:0;EnterResource;TrackGroup3;A1;;
Train457;d3 13:45:0;ExitResource;TrackGroup3;B1;;
Train457;d3 13:45:0;EnterResource;TrackGroup6;A1;;
Train457;d3 13:45:0;ExitResource;TrackGroup6;B1;;
Train457;d3 13:45:0;EnterResource;TrackGroup7;A3;;
Train457;d3 13:45:0;ExitResource;TrackGroup7;B7;;
Train457;d3 13:45:0;ExitSystem;TrackGroup7;;;
Train458;d3 14:32:0;EnterSystem;TrackGroup7;;;
Train458;d3 14:32:0;EnterResource;TrackGroup7;B1;;
Train458;d3 14:32:0;ExitResource;TrackGroup7;A3;;
Train458;d3 14:32:0;EnterResource;TrackGroup6;B1;;
Train458;d3 14:32:0;ExitResource;TrackGroup6;A1;;
Train458;d3 14:32:0;EnterResource;TrackGroup3;B1;;
Train458;d3 14:32:0;ExitResource;TrackGroup3;A1;;
Train458;d3 14:32:0;EnterResource;TrackGroup1;B9;;
Train458;d3 14:32:0;ExitResource;TrackGroup1;A7;;
Train458;d3 14:32:0;EnterResource;Platform7;B1;;
Train458;d3 14:32:0;Arrival;Platform7;;Arrival458;
Train458;d3 14:32:0;ExitResource;Platform7;B1;;
Train458;d3 18:17:0;EnterResource;Platform7;B1;;
Train458;d3 18:17:0;Departure;Platform7;;Dep503;
Train458;d3 18:17:0;ExitResource;Platform7;B1;;
Train458;d3 18:17:0;EnterResource;TrackGroup1;A7;;
Train458;d3 18:17:0;ExitResource;TrackGroup1;B9;;
Train458;d3 18:17:0;EnterResource;TrackGroup3;A1;;
Train458;d3 18:17:0;ExitResource;TrackGroup3;B1;;
Train458;d3 18:17:0;EnterResource;TrackGroup6;A1;;
Train458;d3 18:17:0;ExitResource;TrackGroup6;B1;;
Train458;d3 18:17:0;EnterResource;TrackGroup7;A3;;
Train458;d3 18:17:0;ExitResource;TrackGroup7;B7;;
Train458;d3 18:17:0;ExitSystem;TrackGroup7;;;
Train459;d3 14:54:0;EnterSystem;TrackGroup7;;;
Train459;d3 14:54:0;EnterResource;TrackGroup7;B1;;
Train459;d3 14:54:0;ExitResource;TrackGroup7;A3;;
Train459;d3 14:54:0;EnterResource;TrackGroup6;B1;;
Train459;d3 14:54:0;ExitResource;TrackGroup6;A1;;
Train459;d3 14:54:0;EnterResource;TrackGroup3;B1;;
Train459;d3 14:54:0;ExitResource;TrackGroup3;A1;;
Train459;d3 14:54:0;EnterResource;TrackGroup1;B9;;
Train459;d3 14:54:0;ExitResource;TrackGroup1;A7;;
Train459;d3 14:54:0;EnterResource;Platform7;B1;;
Train459;d3 14:54:0;Arrival;Platform7;;Arrival459;
Train459;d3 14:54:0;ExitResource;Platform7;B1;;
Train459;d3 14:5:0;EnterResource;Platform7;B1;;
Train459;d3 14:5:0;Departure;Platform7;;Dep442;
Train459;d3 14:5:0;ExitResource;Platform7;B1;;
Train459;d3 14:5:0;EnterResource;TrackGroup1;A7;;
Train459;d3 14:5:0;ExitResource;TrackGroup1;B9;;
Train459;d3 14:5:0;EnterResource;TrackGroup3;A1;;
Train459;d3 14:5:0;ExitResource;TrackGroup3;B1;;
Train459;d3 14:5:0;EnterResource;TrackGroup6;A1;;
Train459;d3 14:5:0;ExitResource;TrackGroup6;B1;;
Train459;d3 14:5:0;EnterResource;TrackGroup7;A3;;
Train459;d3 14:5:0;ExitResource;TrackGroup7;B7;;
Train459;d3 14:5:0;ExitSystem;TrackGroup7;;;
Train460;d3 14:55:0;EnterSystem;TrackGroup7;;;
Train460;d3 14:55:0;EnterResource;TrackGroup7;B1;;
Train460;d3 14:55:0;ExitResource;TrackGroup7;A3;;
Train460;d3 14:55:0;EnterResource;TrackGroup6;B1;;
Train460;d3 14:55:0;ExitResource;TrackGroup6;A1;;
Train460;d3 14:55:0;EnterResource;TrackGroup3;B1;;
Train460;d3 14:55:0;ExitResource;TrackGroup3;A1;;
Train460;d3 14:55:0;EnterResource;TrackGroup1;B9;;
Train460;d3 14:55:0;ExitResource;TrackGroup1;A7;;
Train460;d3 14:55:0;EnterResource;Platform7;B1;;
Train460;d3 14:55:0;Arrival;Platform7;;Arrival460;
Train460;d3 14:55:0;ExitResource;Platform7;B1;;
Train460;d3 14:32:0;EnterResource;Platform7;B1;;
Train460;d3 14:32:0;Departure;Platform7;;Dep443;
Train460;d3 14:32:0;ExitResource;Platform7;B1;;
Train460;d3 14:32:0;EnterResource;TrackGroup1;A7;;
Train460;d3 14:32:0;ExitResource;TrackGroup1;B9;;
Train460;d3 14:32:0;EnterResource;TrackGroup3;A1;;
Train460;d3 14:32:0;ExitResource;TrackGroup3;B1;;
Train460;d3 14:32:0;EnterResource;TrackGroup6;A1;;
Train460;d3 14:32:0;ExitResource;TrackGroup6;B1;;
Train460;d3 14:32:0;EnterResource;TrackGroup7;A3;;
Train460;d3 14:32:0;ExitResource;TrackGroup7;B7;;
Train460;d3 14:32:0;ExitSystem;TrackGroup7;;;
Train461;d3 14:55:0;EnterSystem;TrackGroup7;;;
Train461;d3 14:55:0;EnterResource;TrackGroup7;B1;;
Train461;d3 14:55:0;ExitResource;TrackGroup7;A3;;
Train461;d3 14:55:0;EnterResource;TrackGroup6;B1;;
Train461;d3 14:55:0;ExitResource;TrackGroup6;A1;;
Train461;d3 14:55:0;EnterResource;TrackGroup3;B1;;
Train461;d3 14:55:0;ExitResource;TrackGroup3;A1;;
Train461;d3 14:55:0;EnterResource;TrackGroup1;B9;;
Train461;d3 14:55:0;ExitResource;TrackGroup1;A7;;
Train461;d3 14:55:0;EnterResource;Platform7;B1;;
Train461;d3 14:55:0;Arrival;Platform7;;Arrival461;
Train461;d3 14:55:0;ExitResource;Platform7;B1;;
Train461;d3 14:33:0;EnterResource;Platform7;B1;;
Train461;d3 14:33:0;Departure;Platform7;;Dep444;
Train461;d3 14:33:0;ExitResource;Platform7;B1;;
Train461;d3 14:33:0;EnterResource;TrackGroup1;A1;;
Train461;d3 14:33:0;ExitResource;TrackGroup1;B9;;
Train461;d3 14:33:0;EnterResource;TrackGroup3;A1;;
Train461;d3 14:33:0;ExitResource;TrackGroup3;B5;;
Train461;d3 14:33:0;EnterResource;TrackGroup8;A1;;
Train461;d3 14:33:0;ExitResource;TrackGroup8;B3;;
Train461;d3 14:33:0;EnterResource;TrackGroup10;A1;;
Train461;d3 14:33:0;ExitResource;TrackGroup10;B1;;
Train461;d3 14:33:0;ExitSystem;TrackGroup10;;;
Train462;d3 15:17:0;EnterSystem;TrackGroup7;;;
Train462;d3 15:17:0;EnterResource;TrackGroup7;B1;;
Train462;d3 15:17:0;ExitResource;TrackGroup7;A3;;
Train462;d3 15:17:0;EnterResource;TrackGroup6;B1;;
Train462;d3 15:17:0;ExitResource;TrackGroup6;A1;;
Train462;d3 15:17:0;EnterResource;TrackGroup3;B1;;
Train462;d3 15:17:0;ExitResource;TrackGroup3;A1;;
Train462;d3 15:17:0;EnterResource;TrackGroup1;B9;;
Train462;d3 15:17:0;ExitResource;TrackGroup1;A7;;
Train462;d3 15:17:0;EnterResource;Platform7;B1;;
Train462;d3 15:17:0;Arrival;Platform7;;Arrival462;
Train462;d3 15:17:0;ExitResource;Platform7;B1;;
Train462;d3 14:33:0;EnterResource;Platform7;B1;;
Train462;d3 14:33:0;Departure;Platform7;;Dep445;
Train462;d3 14:33:0;ExitResource;Platform7;B1;;
Train462;d3 14:33:0;EnterResource;TrackGroup1;A1;;
Train462;d3 14:33:0;ExitResource;TrackGroup1;B9;;
Train462;d3 14:33:0;EnterResource;TrackGroup3;A1;;
Train462;d3 14:33:0;ExitResource;TrackGroup3;B5;;
Train462;d3 14:33:0;EnterResource;TrackGroup8;A1;;
Train462;d3 14:33:0;ExitResource;TrackGroup8;B3;;
Train462;d3 14:33:0;EnterResource;TrackGroup10;A1;;
Train462;d3 14:33:0;ExitResource;TrackGroup10;B1;;
Train462;d3 14:33:0;ExitSystem;TrackGroup10;;;
Train463;d3 15:21:0;EnterSystem;TrackGroup7;;;
Train463;d3 15:21:0;EnterResource;TrackGroup7;B1;;
Train463;d3 15:21:0;ExitResource;TrackGroup7;A3;;
Train463;d3 15:21:0;EnterResource;TrackGroup6;B1;;
Train463;d3 15:21:0;ExitResource;TrackGroup6;A1;;
Train463;d3 15:21:0;EnterResource;TrackGroup3;B1;;
Train463;d3 15:21:0;ExitResource;TrackGroup3;A1;;
Train463;d3 15:21:0;EnterResource;TrackGroup1;B9;;
Train463;d3 15:21:0;ExitResource;TrackGroup1;A7;;
Train463;d3 15:21:0;EnterResource;Platform7;B1;;
Train463;d3 15:21:0;Arrival;Platform7;;Arrival463;
Train463;d3 15:21:0;ExitResource;Platform7;B1;;
Train463;d3 14:45:0;EnterResource;Platform7;B1;;
Train463;d3 14:45:0;Departure;Platform7;;Dep449;
Train463;d3 14:45:0;ExitResource;Platform7;B1;;
Train463;d3 14:45:0;EnterResource;TrackGroup1;A7;;
Train463;d3 14:45:0;ExitResource;TrackGroup1;B9;;
Train463;d3 14:45:0;EnterResource;TrackGroup3;A1;;
Train463;d3 14:45:0;ExitResource;TrackGroup3;B1;;
Train463;d3 14:45:0;EnterResource;TrackGroup6;A1;;
Train463;d3 14:45:0;ExitResource;TrackGroup6;B1;;
Train463;d3 14:45:0;EnterResource;TrackGroup7;A3;;
Train463;d3 14:45:0;ExitResource;TrackGroup7;B7;;
Train463;d3 14:45:0;ExitSystem;TrackGroup7;;;
Train464;d3 15:25:0;EnterSystem;TrackGroup10;;;
Train464;d3 15:25:0;EnterResource;TrackGroup10;B1;;
Train464;d3 15:25:0;ExitResource;TrackGroup10;A3;;
Train464;d3 15:25:0;EnterResource;TrackGroup8;B1;;
Train464;d3 15:25:0;ExitResource;TrackGroup8;A1;;
Train464;d3 15:25:0;EnterResource;TrackGroup3;B1;;
Train464;d3 15:25:0;ExitResource;TrackGroup3;A1;;
Train464;d3 15:25:0;EnterResource;TrackGroup1;A7;;
